lon	lat	T	LDEO ClimateGroup PROJECTS IPCC CMIP5 pdsi-spei pdsi CCSM4 r1i1p1 pdsi-all
degree_east	degree_north	months since 1900-01-01	unitless
   -120.0000    	    40.05236    	    1865.500    	  -0.3296260    
   -122.5000    	    40.99477    	    1865.500    	   0.2056377    
   -121.2500    	    40.99477    	    1865.500    	    1.650556    
   -120.0000    	    40.99477    	    1865.500    	    1.927828    
   -122.5000    	    41.93717    	    1865.500    	  -0.4444318    
   -121.2500    	    41.93717    	    1865.500    	   0.0000000E+00
   -120.0000    	    41.93717    	    1865.500    	   0.0000000E+00
   -122.5000    	    42.87958    	    1865.500    	  -0.7864180    
   -121.2500    	    42.87958    	    1865.500    	  -0.3834503    
   -120.0000    	    42.87958    	    1865.500    	  -0.3084115    
   -122.5000    	    37.22513    	    1866.500    	   -1.840649    
   -121.2500    	    37.22513    	    1866.500    	  -0.7610149    
   -120.0000    	    37.22513    	    1866.500    	  -0.1107506    
   -122.5000    	    38.16754    	    1866.500    	   -1.762807    
   -121.2500    	    38.16754    	    1866.500    	  -0.8541867    
   -120.0000    	    38.16754    	    1866.500    	  -0.3476282    
   -122.5000    	    39.10995    	    1866.500    	   0.5660961    
   -121.2500    	    39.10995    	    1866.500    	   0.7789451    
   -120.0000    	    39.10995    	    1866.500    	  -9.8591864E-02
   -122.5000    	    40.05236    	    1866.500    	   0.4766514    
   -121.2500    	    40.05236    	    1866.500    	   0.0000000E+00
   -120.0000    	    40.05236    	    1866.500    	   0.0000000E+00
   -122.5000    	    40.99477    	    1866.500    	   0.7994604    
   -121.2500    	    40.99477    	    1866.500    	    2.066760    
   -120.0000    	    40.99477    	    1866.500    	    2.221116    
   -122.5000    	    41.93717    	    1866.500    	  -0.3252093    
   -121.2500    	    41.93717    	    1866.500    	   0.0000000E+00
   -120.0000    	    41.93717    	    1866.500    	   0.0000000E+00
   -122.5000    	    42.87958    	    1866.500    	   -1.227420    
   -121.2500    	    42.87958    	    1866.500    	  -0.6872588    
   -120.0000    	    42.87958    	    1866.500    	  -0.7127710    
   -122.5000    	    37.22513    	    1867.500    	   -1.825252    
   -121.2500    	    37.22513    	    1867.500    	  -0.7090051    
   -120.0000    	    37.22513    	    1867.500    	  -0.1674577    
   -122.5000    	    38.16754    	    1867.500    	   -1.677822    
   -121.2500    	    38.16754    	    1867.500    	  -0.7909904    
   -120.0000    	    38.16754    	    1867.500    	  -0.3937525    
   -122.5000    	    39.10995    	    1867.500    	   0.4497223    
   -121.2500    	    39.10995    	    1867.500    	   0.6727406    
   -120.0000    	    39.10995    	    1867.500    	  -0.1174432    
   -122.5000    	    40.05236    	    1867.500    	   0.3382790    
   -121.2500    	    40.05236    	    1867.500    	  -1.4469534E-03
   -120.0000    	    40.05236    	    1867.500    	   0.0000000E+00
   -122.5000    	    40.99477    	    1867.500    	   0.6249191    
   -121.2500    	    40.99477    	    1867.500    	  -7.9546850E-03
   -120.0000    	    40.99477    	    1867.500    	   0.0000000E+00
   -122.5000    	    41.93717    	    1867.500    	  -0.4001303    
   -121.2500    	    41.93717    	    1867.500    	  -8.6789340E-02
   -120.0000    	    41.93717    	    1867.500    	  -0.1371677    
   -122.5000    	    42.87958    	    1867.500    	   -1.299508    
   -121.2500    	    42.87958    	    1867.500    	  -0.7810588    
   -120.0000    	    42.87958    	    1867.500    	   -1.020740    
   -122.5000    	    37.22513    	    1877.500    	   -2.997043    
   -121.2500    	    37.22513    	    1877.500    	   -2.432364    
   -120.0000    	    37.22513    	    1877.500    	   -1.751199    
   -122.5000    	    38.16754    	    1877.500    	   -2.315683    
   -121.2500    	    38.16754    	    1877.500    	   -1.513898    
   -120.0000    	    38.16754    	    1877.500    	   -1.541715    
   -122.5000    	    39.10995    	    1877.500    	   -1.138858    
   -121.2500    	    39.10995    	    1877.500    	    1.416495    
   -120.0000    	    39.10995    	    1877.500    	   -1.212172    
   -122.5000    	    40.05236    	    1877.500    	    1.492610    
   -121.2500    	    40.05236    	    1877.500    	    1.019511    
   -120.0000    	    40.05236    	    1877.500    	   -1.617984    
   -122.5000    	    40.99477    	    1877.500    	   -1.454938    
   -121.2500    	    40.99477    	    1877.500    	   -1.454430    
   -120.0000    	    40.99477    	    1877.500    	   -2.289271    
   -122.5000    	    41.93717    	    1877.500    	   -2.457640    
   -121.2500    	    41.93717    	    1877.500    	   -1.982316    
