lon	lat	T	LDEO ClimateGroup PROJECTS IPCC CMIP5 pdsi-spei pdsi GFDL_ESM2M pdsi-all
degree_east	degree_north	months since 1900-01-01	unitless
   -118.7500    	    39.43820    	    31.50000    	   -2.617592    
   -121.2500    	    41.46067    	    31.50000    	   -2.335136    
   -118.7500    	    41.46067    	    31.50000    	   -2.715263    
   -121.2500    	    43.48315    	    31.50000    	   -2.150757    
   -118.7500    	    43.48315    	    31.50000    	   -2.826776    
   -121.2500    	    35.39326    	    41.50000    	   -4.439899    
   -118.7500    	    35.39326    	    41.50000    	   -3.154267    
   -121.2500    	    37.41573    	    41.50000    	   -3.129675    
   -118.7500    	    37.41573    	    41.50000    	   -1.983955    
   -121.2500    	    39.43820    	    41.50000    	   -3.321218    
   -118.7500    	    39.43820    	    41.50000    	   -2.332829    
   -121.2500    	    41.46067    	    41.50000    	   -3.383199    
   -118.7500    	    41.46067    	    41.50000    	   -3.558989    
   -121.2500    	    43.48315    	    41.50000    	   -2.936560    
   -118.7500    	    43.48315    	    41.50000    	   -3.935817    
   -121.2500    	    35.39326    	    42.50000    	   -4.041296    
   -118.7500    	    35.39326    	    42.50000    	   -3.019230    
   -121.2500    	    37.41573    	    42.50000    	   -2.985002    
   -118.7500    	    37.41573    	    42.50000    	   -1.851050    
   -121.2500    	    39.43820    	    42.50000    	   -3.436471    
   -118.7500    	    39.43820    	    42.50000    	   -2.133597    
   -121.2500    	    41.46067    	    42.50000    	   -3.648926    
   -118.7500    	    41.46067    	    42.50000    	   -4.277871    
   -121.2500    	    43.48315    	    42.50000    	   -3.523136    
   -118.7500    	    43.48315    	    42.50000    	   -4.883570    
   -121.2500    	    35.39326    	    43.50000    	   -3.708752    
   -118.7500    	    35.39326    	    43.50000    	   -2.859541    
   -121.2500    	    37.41573    	    43.50000    	   -2.804476    
   -118.7500    	    37.41573    	    43.50000    	   -1.832827    
   -121.2500    	    39.43820    	    43.50000    	   -3.288426    
   -118.7500    	    39.43820    	    43.50000    	   -1.974665    
   -121.2500    	    41.46067    	    43.50000    	   -3.579208    
   -118.7500    	    41.46067    	    43.50000    	   -4.360235    
   -121.2500    	    43.48315    	    43.50000    	   -3.425624    
   -118.7500    	    43.48315    	    43.50000    	   -4.926416    
   -121.2500    	    35.39326    	    53.50000    	   -4.565179    
   -118.7500    	    35.39326    	    53.50000    	   -3.922742    
   -121.2500    	    37.41573    	    53.50000    	   -3.782166    
   -118.7500    	    37.41573    	    53.50000    	   -3.616853    
   -121.2500    	    39.43820    	    53.50000    	   -3.265501    
   -118.7500    	    39.43820    	    53.50000    	   -2.770688    
   -121.2500    	    41.46067    	    53.50000    	   -2.609575    
   -118.7500    	    41.46067    	    53.50000    	   -2.778188    
   -121.2500    	    43.48315    	    53.50000    	   -1.210755    
   -118.7500    	    43.48315    	    53.50000    	   -1.892474    
   -121.2500    	    35.39326    	    54.50000    	   -4.164354    
   -118.7500    	    35.39326    	    54.50000    	   -3.764611    
   -121.2500    	    37.41573    	    54.50000    	   -3.572396    
   -118.7500    	    37.41573    	    54.50000    	   -3.726889    
   -121.2500    	    39.43820    	    54.50000    	   -3.356514    
   -118.7500    	    39.43820    	    54.50000    	   -3.249222    
   -121.2500    	    41.46067    	    54.50000    	   -3.140797    
   -118.7500    	    41.46067    	    54.50000    	   -3.561239    
   -121.2500    	    43.48315    	    54.50000    	   -1.618934    
   -118.7500    	    43.48315    	    54.50000    	   -2.564615    
   -121.2500    	    35.39326    	    55.50000    	   -3.817849    
   -118.7500    	    35.39326    	    55.50000    	   -3.535738    
   -121.2500    	    37.41573    	    55.50000    	   -3.319954    
   -118.7500    	    37.41573    	    55.50000    	   -3.632505    
   -121.2500    	    39.43820    	    55.50000    	   -3.264657    
   -118.7500    	    39.43820    	    55.50000    	   -3.347128    
   -121.2500    	    41.46067    	    55.50000    	   -3.344329    
   -118.7500    	    41.46067    	    55.50000    	   -3.913759    
   -121.2500    	    43.48315    	    55.50000    	   -1.920158    
   -118.7500    	    43.48315    	    55.50000    	   -3.017559    
   -121.2500    	    35.39326    	    65.50000    	    2.932500    
   -118.7500    	    35.39326    	    65.50000    	    3.011090    
