lon	lat	T	LDEO ClimateGroup PROJECTS IPCC CMIP5 pdsi-spei pdsi GFDL_ESM2M pdsi-all
degree_east	degree_north	months since 1900-01-01	unitless
   -118.7500    	    39.43820    	    630.5000    	    3.496936    
   -121.2500    	    41.46067    	    630.5000    	    2.930841    
   -118.7500    	    41.46067    	    630.5000    	    3.394813    
   -121.2500    	    43.48315    	    630.5000    	  -0.8980387    
   -118.7500    	    43.48315    	    630.5000    	    1.533607    
   -121.2500    	    35.39326    	    631.5000    	    6.393064    
   -118.7500    	    35.39326    	    631.5000    	    6.298100    
   -121.2500    	    37.41573    	    631.5000    	    5.705031    
   -118.7500    	    37.41573    	    631.5000    	    4.703111    
   -121.2500    	    39.43820    	    631.5000    	    4.476797    
   -118.7500    	    39.43820    	    631.5000    	    3.642875    
   -121.2500    	    41.46067    	    631.5000    	    2.671547    
   -118.7500    	    41.46067    	    631.5000    	    3.557769    
   -121.2500    	    43.48315    	    631.5000    	  -0.8015024    
   -118.7500    	    43.48315    	    631.5000    	    1.636746    
   -121.2500    	    35.39326    	    641.5000    	    2.629155    
   -118.7500    	    35.39326    	    641.5000    	    3.021506    
   -121.2500    	    37.41573    	    641.5000    	    2.033270    
   -118.7500    	    37.41573    	    641.5000    	    1.227259    
   -121.2500    	    39.43820    	    641.5000    	   -1.696587    
   -118.7500    	    39.43820    	    641.5000    	   -1.163584    
   -121.2500    	    41.46067    	    641.5000    	   -1.968317    
   -118.7500    	    41.46067    	    641.5000    	   -1.565762    
   -121.2500    	    43.48315    	    641.5000    	   -2.446801    
   -118.7500    	    43.48315    	    641.5000    	   -1.781939    
   -121.2500    	    35.39326    	    642.5000    	    2.294157    
   -118.7500    	    35.39326    	    642.5000    	    2.582000    
   -121.2500    	    37.41573    	    642.5000    	    1.640729    
   -118.7500    	    37.41573    	    642.5000    	   0.9690220    
   -121.2500    	    39.43820    	    642.5000    	   -1.882388    
   -118.7500    	    39.43820    	    642.5000    	   -1.229243    
   -121.2500    	    41.46067    	    642.5000    	   9.4274893E-02
   -118.7500    	    41.46067    	    642.5000    	   0.2398011    
   -121.2500    	    43.48315    	    642.5000    	   -1.863944    
   -118.7500    	    43.48315    	    642.5000    	   -1.301252    
   -121.2500    	    35.39326    	    643.5000    	    4.365889    
   -118.7500    	    35.39326    	    643.5000    	    3.773853    
   -121.2500    	    37.41573    	    643.5000    	    4.614888    
   -118.7500    	    37.41573    	    643.5000    	    2.772140    
   -121.2500    	    39.43820    	    643.5000    	    2.825186    
   -118.7500    	    39.43820    	    643.5000    	    1.219929    
   -121.2500    	    41.46067    	    643.5000    	    1.379413    
   -118.7500    	    41.46067    	    643.5000    	   0.8240200    
   -121.2500    	    43.48315    	    643.5000    	   -1.074536    
   -118.7500    	    43.48315    	    643.5000    	   -1.076640    
   -121.2500    	    35.39326    	    653.5000    	   -6.298038    
   -118.7500    	    35.39326    	    653.5000    	   -4.919466    
   -121.2500    	    37.41573    	    653.5000    	   -5.625923    
   -118.7500    	    37.41573    	    653.5000    	   -3.632209    
   -121.2500    	    39.43820    	    653.5000    	   -3.356781    
   -118.7500    	    39.43820    	    653.5000    	   -2.897367    
   -121.2500    	    41.46067    	    653.5000    	   -2.035656    
   -118.7500    	    41.46067    	    653.5000    	   -1.803930    
   -121.2500    	    43.48315    	    653.5000    	   -1.489249    
   -118.7500    	    43.48315    	    653.5000    	   -1.687062    
   -121.2500    	    35.39326    	    654.5000    	   -5.714081    
   -118.7500    	    35.39326    	    654.5000    	   -4.673595    
   -121.2500    	    37.41573    	    654.5000    	   -5.233634    
   -118.7500    	    37.41573    	    654.5000    	   -3.606897    
   -121.2500    	    39.43820    	    654.5000    	   -3.436358    
   -118.7500    	    39.43820    	    654.5000    	   -2.666504    
   -121.2500    	    41.46067    	    654.5000    	   -1.921393    
   -118.7500    	    41.46067    	    654.5000    	   -1.940460    
   -121.2500    	    43.48315    	    654.5000    	   -1.691231    
   -118.7500    	    43.48315    	    654.5000    	   -2.146627    
   -121.2500    	    35.39326    	    655.5000    	   -5.211187    
   -118.7500    	    35.39326    	    655.5000    	   0.4000063    
   -121.2500    	    37.41573    	    655.5000    	   -4.824657    
   -118.7500    	    37.41573    	    655.5000    	   -3.487332    
   -121.2500    	    39.43820    	    655.5000    	   -3.355560    
   -118.7500    	    39.43820    	    655.5000    	   -2.767241    
   -121.2500    	    41.46067    	    655.5000    	   -2.027811    
   -118.7500    	    41.46067    	    655.5000    	   -2.252142    
   -121.2500    	    43.48315    	    655.5000    	   -1.903828    
   -118.7500    	    43.48315    	    655.5000    	   -2.492314    
   -121.2500    	    35.39326    	    665.5000    	    1.490853    
   -118.7500    	    35.39326    	    665.5000    	   -1.064810    
   -121.2500    	    37.41573    	    665.5000    	  -0.9101166    
   -118.7500    	    37.41573    	    665.5000    	   -1.163182    
   -121.2500    	    39.43820    	    665.5000    	   -1.252485    
   -118.7500    	    39.43820    	    665.5000    	   -1.163284    
   -121.2500    	    41.46067    	    665.5000    	   -1.117212    
   -118.7500    	    41.46067    	    665.5000    	   -1.102010    
   -121.2500    	    43.48315    	    665.5000    	   -1.258270    
   -118.7500    	    43.48315    	    665.5000    	   -2.417599    
   -121.2500    	    35.39326    	    666.5000    	    1.270645    
   -118.7500    	    35.39326    	    666.5000    	   -1.175166    
   -121.2500    	    37.41573    	    666.5000    	  -0.9976581    
   -118.7500    	    37.41573    	    666.5000    	   -1.567360    
   -121.2500    	    39.43820    	    666.5000    	   -1.531210    
   -118.7500    	    39.43820    	    666.5000    	   -1.459666    
   -121.2500    	    41.46067    	    666.5000    	   -1.595886    
   -118.7500    	    41.46067    	    666.5000    	   -1.498154    
   -121.2500    	    43.48315    	    666.5000    	   -1.701048    
   -118.7500    	    43.48315    	    666.5000    	   -2.958550    
   -121.2500    	    35.39326    	    667.5000    	    1.048046    
   -118.7500    	    35.39326    	    667.5000    	    1.286927    
   -121.2500    	    37.41573    	    667.5000    	   -1.019232    
   -118.7500    	    37.41573    	    667.5000    	   0.1807411    
   -121.2500    	    39.43820    	    667.5000    	   -1.642286    
   -118.7500    	    39.43820    	    667.5000    	   -1.727503    
   -121.2500    	    41.46067    	    667.5000    	   -1.863290    
   -118.7500    	    41.46067    	    667.5000    	   -1.942138    
   -121.2500    	    43.48315    	    667.5000    	   -2.052268    
   -118.7500    	    43.48315    	    667.5000    	   -3.386750    
   -121.2500    	    35.39326    	    677.5000    	   0.6883438    
   -118.7500    	    35.39326    	    677.5000    	   0.8561062    
   -121.2500    	    37.41573    	    677.5000    	    1.733247    
   -118.7500    	    37.41573    	    677.5000    	    1.051501    
   -121.2500    	    39.43820    	    677.5000    	   0.8540737    
   -118.7500    	    39.43820    	    677.5000    	  -0.5160346    
   -121.2500    	    41.46067    	    677.5000    	  -0.5947402    
   -118.7500    	    41.46067    	    677.5000    	  -0.7641435    
   -121.2500    	    43.48315    	    677.5000    	  -0.6824235    
   -118.7500    	    43.48315    	    677.5000    	  -0.8341091    
   -121.2500    	    35.39326    	    678.5000    	   0.5455409    
   -118.7500    	    35.39326    	    678.5000    	   0.6171764    
   -121.2500    	    37.41573    	    678.5000    	    1.361284    
   -118.7500    	    37.41573    	    678.5000    	  -0.4306288    
   -121.2500    	    39.43820    	    678.5000    	  -0.4487416    
   -118.7500    	    39.43820    	    678.5000    	   -1.034453    
   -121.2500    	    41.46067    	    678.5000    	   -1.272185    
   -118.7500    	    41.46067    	    678.5000    	   -1.540832    
   -121.2500    	    43.48315    	    678.5000    	   -1.265250    
   -118.7500    	    43.48315    	    678.5000    	   -1.692913    
   -121.2500    	    35.39326    	    679.5000    	   0.4269662    
   -118.7500    	    35.39326    	    679.5000    	   0.3956012    
   -121.2500    	    37.41573    	    679.5000    	    1.090485    
   -118.7500    	    37.41573    	    679.5000    	  -0.6770251    
   -121.2500    	    39.43820    	    679.5000    	  -0.6595020    
   -118.7500    	    39.43820    	    679.5000    	   -1.313542    
   -121.2500    	    41.46067    	    679.5000    	   -1.573477    
   -118.7500    	    41.46067    	    679.5000    	   -1.537765    
   -121.2500    	    43.48315    	    679.5000    	   -1.701694    
   -118.7500    	    43.48315    	    679.5000    	   -2.288533    
   -121.2500    	    35.39326    	    689.5000    	    3.993270    
   -118.7500    	    35.39326    	    689.5000    	    4.321935    
   -121.2500    	    37.41573    	    689.5000    	    2.914865    
   -118.7500    	    37.41573    	    689.5000    	    4.471314    
   -121.2500    	    39.43820    	    689.5000    	    3.017747    
   -118.7500    	    39.43820    	    689.5000    	    3.321432    
   -121.2500    	    41.46067    	    689.5000    	    2.551982    
   -118.7500    	    41.46067    	    689.5000    	    4.255151    
   -121.2500    	    43.48315    	    689.5000    	    1.213208    
   -118.7500    	    43.48315    	    689.5000    	    2.302666    
   -121.2500    	    35.39326    	    690.5000    	    3.757269    
   -118.7500    	    35.39326    	    690.5000    	    4.906842    
   -121.2500    	    37.41573    	    690.5000    	    3.438000    
   -118.7500    	    37.41573    	    690.5000    	    4.836785    
   -121.2500    	    39.43820    	    690.5000    	    3.834897    
   -118.7500    	    39.43820    	    690.5000    	    3.374359    
   -121.2500    	    41.46067    	    690.5000    	    2.897353    
   -118.7500    	    41.46067    	    690.5000    	    4.258675    
   -121.2500    	    43.48315    	    690.5000    	    1.620103    
   -118.7500    	    43.48315    	    690.5000    	    2.520273    
   -121.2500    	    35.39326    	    691.5000    	    3.280953    
   -118.7500    	    35.39326    	    691.5000    	    4.330873    
   -121.2500    	    37.41573    	    691.5000    	    2.956202    
   -118.7500    	    37.41573    	    691.5000    	    4.272470    
   -121.2500    	    39.43820    	    691.5000    	    3.559133    
   -118.7500    	    39.43820    	    691.5000    	    3.075936    
   -121.2500    	    41.46067    	    691.5000    	    2.990598    
   -118.7500    	    41.46067    	    691.5000    	    4.138090    
   -121.2500    	    43.48315    	    691.5000    	    1.902249    
   -118.7500    	    43.48315    	    691.5000    	    2.797074    
   -121.2500    	    35.39326    	    701.5000    	  -0.1568636    
   -118.7500    	    35.39326    	    701.5000    	  -8.2705140E-02
   -121.2500    	    37.41573    	    701.5000    	  -0.6245455    
   -118.7500    	    37.41573    	    701.5000    	  -0.8771356    
   -121.2500    	    39.43820    	    701.5000    	   -1.569251    
   -118.7500    	    39.43820    	    701.5000    	   -1.396778    
   -121.2500    	    41.46067    	    701.5000    	   -1.984188    
   -118.7500    	    41.46067    	    701.5000    	   -1.860697    
   -121.2500    	    43.48315    	    701.5000    	   -1.415101    
   -118.7500    	    43.48315    	    701.5000    	   -1.678116    
   -121.2500    	    35.39326    	    702.5000    	  -0.2057685    
   -118.7500    	    35.39326    	    702.5000    	  -0.2249838    
   -121.2500    	    37.41573    	    702.5000    	  -0.7543695    
   -118.7500    	    37.41573    	    702.5000    	   -1.175956    
   -121.2500    	    39.43820    	    702.5000    	   -1.789852    
   -118.7500    	    39.43820    	    702.5000    	   -1.907701    
   -121.2500    	    41.46067    	    702.5000    	   -2.433625    
   -118.7500    	    41.46067    	    702.5000    	   -2.581402    
   -121.2500    	    43.48315    	    702.5000    	   -1.888195    
   -118.7500    	    43.48315    	    702.5000    	   -2.512133    
   -121.2500    	    35.39326    	    703.5000    	  -0.2511954    
   -118.7500    	    35.39326    	    703.5000    	  -0.1813976    
   -121.2500    	    37.41573    	    703.5000    	  -0.7734392    
   -118.7500    	    37.41573    	    703.5000    	   -1.123326    
   -121.2500    	    39.43820    	    703.5000    	   -1.821067    
   -118.7500    	    39.43820    	    703.5000    	   -1.998366    
   -121.2500    	    41.46067    	    703.5000    	   -2.676702    
   -118.7500    	    41.46067    	    703.5000    	   -2.873596    
   -121.2500    	    43.48315    	    703.5000    	   -2.269960    
   -118.7500    	    43.48315    	    703.5000    	   -3.056638    
   -121.2500    	    35.39326    	    713.5000    	   -3.238139    
   -118.7500    	    35.39326    	    713.5000    	   -2.342388    
   -121.2500    	    37.41573    	    713.5000    	  -0.2367382    
   -118.7500    	    37.41573    	    713.5000    	   -1.801967    
   -121.2500    	    39.43820    	    713.5000    	  -0.3376865    
   -118.7500    	    39.43820    	    713.5000    	   -1.233834    
   -121.2500    	    41.46067    	    713.5000    	    1.658584    
   -118.7500    	    41.46067    	    713.5000    	  -0.8085691    
   -121.2500    	    43.48315    	    713.5000    	    2.737841    
   -118.7500    	    43.48315    	    713.5000    	    1.915134    
   -121.2500    	    35.39326    	    714.5000    	   -2.970995    
   -118.7500    	    35.39326    	    714.5000    	   -2.317672    
   -121.2500    	    37.41573    	    714.5000    	  -0.3410124    
   -118.7500    	    37.41573    	    714.5000    	   -2.033671    
   -121.2500    	    39.43820    	    714.5000    	  -0.5689969    
   -118.7500    	    39.43820    	    714.5000    	   -1.810036    
   -121.2500    	    41.46067    	    714.5000    	    1.132320    
   -118.7500    	    41.46067    	    714.5000    	   -1.422694    
   -121.2500    	    43.48315    	    714.5000    	    2.505956    
   -118.7500    	    43.48315    	    714.5000    	  -0.3368903    
   -121.2500    	    35.39326    	    715.5000    	   -2.657714    
   -118.7500    	    35.39326    	    715.5000    	   -2.238300    
   -121.2500    	    37.41573    	    715.5000    	   0.6165676    
   -118.7500    	    37.41573    	    715.5000    	   -1.790747    
   -121.2500    	    39.43820    	    715.5000    	   0.7861591    
   -118.7500    	    39.43820    	    715.5000    	   0.2988235    
   -121.2500    	    41.46067    	    715.5000    	    1.042202    
   -118.7500    	    41.46067    	    715.5000    	   -1.144039    
   -121.2500    	    43.48315    	    715.5000    	    1.890307    
   -118.7500    	    43.48315    	    715.5000    	  -0.6115851    
   -121.2500    	    35.39326    	    725.5000    	    2.810667    
   -118.7500    	    35.39326    	    725.5000    	   0.5618683    
   -121.2500    	    37.41573    	    725.5000    	    4.472745    
   -118.7500    	    37.41573    	    725.5000    	    3.096737    
   -121.2500    	    39.43820    	    725.5000    	    3.637228    
   -118.7500    	    39.43820    	    725.5000    	    3.803246    
   -121.2500    	    41.46067    	    725.5000    	    3.526185    
   -118.7500    	    41.46067    	    725.5000    	    4.907487    
   -121.2500    	    43.48315    	    725.5000    	    3.439594    
   -118.7500    	    43.48315    	    725.5000    	    3.535643    
   -121.2500    	    35.39326    	    726.5000    	    2.529994    
   -118.7500    	    35.39326    	    726.5000    	   0.4698806    
   -121.2500    	    37.41573    	    726.5000    	    4.076759    
   -118.7500    	    37.41573    	    726.5000    	    3.201354    
   -121.2500    	    39.43820    	    726.5000    	    3.995787    
   -118.7500    	    39.43820    	    726.5000    	    4.917943    
   -121.2500    	    41.46067    	    726.5000    	    3.917076    
   -118.7500    	    41.46067    	    726.5000    	    6.071582    
   -121.2500    	    43.48315    	    726.5000    	    3.429210    
   -118.7500    	    43.48315    	    726.5000    	    3.937647    
   -121.2500    	    35.39326    	    727.5000    	    3.121569    
   -118.7500    	    35.39326    	    727.5000    	   0.7337964    
   -121.2500    	    37.41573    	    727.5000    	    4.824554    
   -118.7500    	    37.41573    	    727.5000    	    3.761910    
   -121.2500    	    39.43820    	    727.5000    	    5.214070    
   -118.7500    	    39.43820    	    727.5000    	    5.324955    
   -121.2500    	    41.46067    	    727.5000    	    4.869183    
   -118.7500    	    41.46067    	    727.5000    	    6.072530    
   -121.2500    	    43.48315    	    727.5000    	    4.172011    
   -118.7500    	    43.48315    	    727.5000    	    4.571922    
   -121.2500    	    35.39326    	    737.5000    	    5.675338    
   -118.7500    	    35.39326    	    737.5000    	    3.512689    
   -121.2500    	    37.41573    	    737.5000    	    5.153306    
   -118.7500    	    37.41573    	    737.5000    	    4.194843    
   -121.2500    	    39.43820    	    737.5000    	    5.585963    
   -118.7500    	    39.43820    	    737.5000    	    5.147263    
   -121.2500    	    41.46067    	    737.5000    	    4.675156    
   -118.7500    	    41.46067    	    737.5000    	    5.055829    
   -121.2500    	    43.48315    	    737.5000    	    3.779708    
   -118.7500    	    43.48315    	    737.5000    	    3.223766    
   -121.2500    	    35.39326    	    738.5000    	    6.156364    
   -118.7500    	    35.39326    	    738.5000    	    4.304532    
   -121.2500    	    37.41573    	    738.5000    	    6.141326    
   -118.7500    	    37.41573    	    738.5000    	    4.638706    
   -121.2500    	    39.43820    	    738.5000    	    6.298491    
   -118.7500    	    39.43820    	    738.5000    	    5.000736    
   -121.2500    	    41.46067    	    738.5000    	    5.182673    
   -118.7500    	    41.46067    	    738.5000    	    4.876142    
   -121.2500    	    43.48315    	    738.5000    	    4.804276    
   -118.7500    	    43.48315    	    738.5000    	    4.137226    
   -121.2500    	    35.39326    	    739.5000    	    5.442057    
   -118.7500    	    35.39326    	    739.5000    	  -8.9235975E-05
   -121.2500    	    37.41573    	    739.5000    	    5.563227    
   -118.7500    	    37.41573    	    739.5000    	    4.499709    
   -121.2500    	    39.43820    	    739.5000    	    6.116692    
   -118.7500    	    39.43820    	    739.5000    	    4.968727    
   -121.2500    	    41.46067    	    739.5000    	    5.591360    
   -118.7500    	    41.46067    	    739.5000    	    5.180752    
   -121.2500    	    43.48315    	    739.5000    	    5.494203    
   -118.7500    	    43.48315    	    739.5000    	    5.004904    
   -121.2500    	    35.39326    	    749.5000    	    2.731861    
   -118.7500    	    35.39326    	    749.5000    	    1.077533    
   -121.2500    	    37.41573    	    749.5000    	    3.190139    
   -118.7500    	    37.41573    	    749.5000    	   0.8634144    
   -121.2500    	    39.43820    	    749.5000    	    3.052565    
   -118.7500    	    39.43820    	    749.5000    	    1.903700    
   -121.2500    	    41.46067    	    749.5000    	    2.295829    
   -118.7500    	    41.46067    	    749.5000    	    1.926974    
   -121.2500    	    43.48315    	    749.5000    	    2.343783    
   -118.7500    	    43.48315    	    749.5000    	    2.520961    
   -121.2500    	    35.39326    	    750.5000    	    2.426463    
   -118.7500    	    35.39326    	    750.5000    	   0.8765167    
   -121.2500    	    37.41573    	    750.5000    	    2.679507    
   -118.7500    	    37.41573    	    750.5000    	   0.8935952    
   -121.2500    	    39.43820    	    750.5000    	    3.009780    
   -118.7500    	    39.43820    	    750.5000    	    2.908921    
   -121.2500    	    41.46067    	    750.5000    	    2.687661    
   -118.7500    	    41.46067    	    750.5000    	    3.005723    
   -121.2500    	    43.48315    	    750.5000    	    2.735116    
   -118.7500    	    43.48315    	    750.5000    	    2.823232    
   -121.2500    	    35.39326    	    751.5000    	    2.110268    
   -118.7500    	    35.39326    	    751.5000    	   0.6409153    
   -121.2500    	    37.41573    	    751.5000    	    2.280331    
   -118.7500    	    37.41573    	    751.5000    	   0.7750161    
   -121.2500    	    39.43820    	    751.5000    	    2.554174    
   -118.7500    	    39.43820    	    751.5000    	    3.282541    
   -121.2500    	    41.46067    	    751.5000    	    2.772068    
   -118.7500    	    41.46067    	    751.5000    	    3.798792    
   -121.2500    	    43.48315    	    751.5000    	    2.655589    
   -118.7500    	    43.48315    	    751.5000    	    3.183367    
   -121.2500    	    35.39326    	    761.5000    	   -1.675410    
   -118.7500    	    35.39326    	    761.5000    	   -2.407185    
   -121.2500    	    37.41573    	    761.5000    	   -2.246470    
   -118.7500    	    37.41573    	    761.5000    	   -2.349854    
   -121.2500    	    39.43820    	    761.5000    	   -2.384616    
   -118.7500    	    39.43820    	    761.5000    	   -1.893938    
   -121.2500    	    41.46067    	    761.5000    	   -1.902535    
   -118.7500    	    41.46067    	    761.5000    	   -1.505357    
   -121.2500    	    43.48315    	    761.5000    	  -0.8589999    
   -118.7500    	    43.48315    	    761.5000    	   -1.030883    
   -121.2500    	    35.39326    	    762.5000    	   -1.564988    
   -118.7500    	    35.39326    	    762.5000    	   -2.395993    
   -121.2500    	    37.41573    	    762.5000    	   -2.199237    
   -118.7500    	    37.41573    	    762.5000    	   -2.545593    
   -121.2500    	    39.43820    	    762.5000    	   -2.633512    
   -118.7500    	    39.43820    	    762.5000    	   -2.284171    
   -121.2500    	    41.46067    	    762.5000    	   -2.164442    
   -118.7500    	    41.46067    	    762.5000    	   -1.348558    
   -121.2500    	    43.48315    	    762.5000    	   -1.587338    
   -118.7500    	    43.48315    	    762.5000    	   -1.708319    
   -121.2500    	    35.39326    	    763.5000    	   -1.492217    
   -118.7500    	    35.39326    	    763.5000    	   -2.182877    
   -121.2500    	    37.41573    	    763.5000    	   -2.101409    
   -118.7500    	    37.41573    	    763.5000    	   -2.421279    
   -121.2500    	    39.43820    	    763.5000    	   -2.641472    
   -118.7500    	    39.43820    	    763.5000    	   -2.372335    
   -121.2500    	    41.46067    	    763.5000    	   -2.442477    
   -118.7500    	    41.46067    	    763.5000    	   -1.566116    
   -121.2500    	    43.48315    	    763.5000    	   -2.074404    
   -118.7500    	    43.48315    	    763.5000    	   -2.375552    
   -121.2500    	    35.39326    	    773.5000    	   -2.142005    
   -118.7500    	    35.39326    	    773.5000    	   -2.685208    
   -121.2500    	    37.41573    	    773.5000    	   -1.973400    
   -118.7500    	    37.41573    	    773.5000    	   -1.738413    
   -121.2500    	    39.43820    	    773.5000    	   -1.271182    
   -118.7500    	    39.43820    	    773.5000    	  -0.7726545    
   -121.2500    	    41.46067    	    773.5000    	   -1.293145    
   -118.7500    	    41.46067    	    773.5000    	   -1.283006    
   -121.2500    	    43.48315    	    773.5000    	   -1.117540    
   -118.7500    	    43.48315    	    773.5000    	   -1.493848    
   -121.2500    	    35.39326    	    774.5000    	   -1.973936    
   -118.7500    	    35.39326    	    774.5000    	   -2.625801    
   -121.2500    	    37.41573    	    774.5000    	   -1.867656    
   -118.7500    	    37.41573    	    774.5000    	   -1.677232    
   -121.2500    	    39.43820    	    774.5000    	   -1.505925    
   -118.7500    	    39.43820    	    774.5000    	  -0.6644543    
   -121.2500    	    41.46067    	    774.5000    	   -1.756709    
   -118.7500    	    41.46067    	    774.5000    	   -1.316341    
   -121.2500    	    43.48315    	    774.5000    	   -1.693438    
   -118.7500    	    43.48315    	    774.5000    	   -2.226009    
   -121.2500    	    35.39326    	    775.5000    	   -1.856839    
   -118.7500    	    35.39326    	    775.5000    	   -2.479683    
   -121.2500    	    37.41573    	    775.5000    	   -1.794886    
   -118.7500    	    37.41573    	    775.5000    	   -1.598869    
   -121.2500    	    39.43820    	    775.5000    	   -1.606781    
   -118.7500    	    39.43820    	    775.5000    	  -0.8388085    
   -121.2500    	    41.46067    	    775.5000    	   -1.996132    
   -118.7500    	    41.46067    	    775.5000    	   -1.555748    
   -121.2500    	    43.48315    	    775.5000    	   -1.918404    
   -118.7500    	    43.48315    	    775.5000    	   -2.607635    
   -121.2500    	    35.39326    	    785.5000    	   -2.339181    
   -118.7500    	    35.39326    	    785.5000    	   -2.527853    
   -121.2500    	    37.41573    	    785.5000    	   -2.605182    
   -118.7500    	    37.41573    	    785.5000    	   -2.293849    
   -121.2500    	    39.43820    	    785.5000    	   -2.621665    
   -118.7500    	    39.43820    	    785.5000    	   -1.725632    
   -121.2500    	    41.46067    	    785.5000    	  -0.8304132    
   -118.7500    	    41.46067    	    785.5000    	  -0.7093903    
   -121.2500    	    43.48315    	    785.5000    	   0.9812539    
   -118.7500    	    43.48315    	    785.5000    	    2.122263    
   -121.2500    	    35.39326    	    786.5000    	   -2.164031    
   -118.7500    	    35.39326    	    786.5000    	   -2.490788    
   -121.2500    	    37.41573    	    786.5000    	   -2.520019    
   -118.7500    	    37.41573    	    786.5000    	   -2.483952    
   -121.2500    	    39.43820    	    786.5000    	   -2.843184    
   -118.7500    	    39.43820    	    786.5000    	   -2.029768    
   -121.2500    	    41.46067    	    786.5000    	   -1.188105    
   -118.7500    	    41.46067    	    786.5000    	   -1.176565    
   -121.2500    	    43.48315    	    786.5000    	   0.6216046    
   -118.7500    	    43.48315    	    786.5000    	    1.430032    
   -121.2500    	    35.39326    	    787.5000    	   -2.022529    
   -118.7500    	    35.39326    	    787.5000    	   -2.404153    
   -121.2500    	    37.41573    	    787.5000    	   -2.388980    
   -118.7500    	    37.41573    	    787.5000    	   -2.512802    
   -121.2500    	    39.43820    	    787.5000    	   -2.734495    
   -118.7500    	    39.43820    	    787.5000    	   -2.158685    
   -121.2500    	    41.46067    	    787.5000    	   -1.250191    
   -118.7500    	    41.46067    	    787.5000    	   -1.470947    
   -121.2500    	    43.48315    	    787.5000    	   0.8461534    
   -118.7500    	    43.48315    	    787.5000    	    1.097275    
   -121.2500    	    35.39326    	    797.5000    	    4.407083    
   -118.7500    	    35.39326    	    797.5000    	    4.063909    
   -121.2500    	    37.41573    	    797.5000    	    3.011328    
   -118.7500    	    37.41573    	    797.5000    	    4.274679    
   -121.2500    	    39.43820    	    797.5000    	    3.794449    
   -118.7500    	    39.43820    	    797.5000    	    3.486345    
   -121.2500    	    41.46067    	    797.5000    	    3.786145    
   -118.7500    	    41.46067    	    797.5000    	    3.896916    
   -121.2500    	    43.48315    	    797.5000    	    1.597598    
   -118.7500    	    43.48315    	    797.5000    	    2.730212    
   -121.2500    	    35.39326    	    798.5000    	    4.293144    
   -118.7500    	    35.39326    	    798.5000    	    4.519974    
   -121.2500    	    37.41573    	    798.5000    	    3.206291    
   -118.7500    	    37.41573    	    798.5000    	    5.460240    
   -121.2500    	    39.43820    	    798.5000    	    4.917682    
   -118.7500    	    39.43820    	    798.5000    	    4.478984    
   -121.2500    	    41.46067    	    798.5000    	    4.215502    
   -118.7500    	    41.46067    	    798.5000    	    4.781932    
   -121.2500    	    43.48315    	    798.5000    	    1.961027    
   -118.7500    	    43.48315    	    798.5000    	    3.309257    
   -121.2500    	    35.39326    	    799.5000    	    3.854791    
   -118.7500    	    35.39326    	    799.5000    	    4.046322    
   -121.2500    	    37.41573    	    799.5000    	    2.746905    
   -118.7500    	    37.41573    	    799.5000    	    5.793571    
   -121.2500    	    39.43820    	    799.5000    	    4.985178    
   -118.7500    	    39.43820    	    799.5000    	    5.674335    
   -121.2500    	    41.46067    	    799.5000    	    4.834666    
   -118.7500    	    41.46067    	    799.5000    	    5.838430    
   -121.2500    	    43.48315    	    799.5000    	    2.171294    
   -118.7500    	    43.48315    	    799.5000    	    3.890755    
   -121.2500    	    35.39326    	    809.5000    	   -2.606897    
   -118.7500    	    35.39326    	    809.5000    	   -2.549233    
   -121.2500    	    37.41573    	    809.5000    	   -3.133394    
   -118.7500    	    37.41573    	    809.5000    	   -2.491671    
   -121.2500    	    39.43820    	    809.5000    	   -2.479137    
   -118.7500    	    39.43820    	    809.5000    	   -2.210699    
   -121.2500    	    41.46067    	    809.5000    	   -1.149162    
   -118.7500    	    41.46067    	    809.5000    	   -1.506525    
   -121.2500    	    43.48315    	    809.5000    	    2.121391    
   -118.7500    	    43.48315    	    809.5000    	  -0.1529166    
   -121.2500    	    35.39326    	    810.5000    	   -2.404134    
   -118.7500    	    35.39326    	    810.5000    	   -2.526970    
   -121.2500    	    37.41573    	    810.5000    	   -2.988907    
   -118.7500    	    37.41573    	    810.5000    	   -2.569305    
   -121.2500    	    39.43820    	    810.5000    	   -2.518553    
   -118.7500    	    39.43820    	    810.5000    	   -2.442789    
   -121.2500    	    41.46067    	    810.5000    	  -0.9076384    
   -118.7500    	    41.46067    	    810.5000    	   -1.421229    
   -121.2500    	    43.48315    	    810.5000    	    2.343132    
   -118.7500    	    43.48315    	    810.5000    	  -2.9595722E-02
   -121.2500    	    35.39326    	    811.5000    	   -2.246403    
   -118.7500    	    35.39326    	    811.5000    	   -2.046036    
   -121.2500    	    37.41573    	    811.5000    	   -2.809726    
   -118.7500    	    37.41573    	    811.5000    	   -2.509744    
   -121.2500    	    39.43820    	    811.5000    	   -2.480318    
   -118.7500    	    39.43820    	    811.5000    	   -2.618378    
   -121.2500    	    41.46067    	    811.5000    	  -0.9302111    
   -118.7500    	    41.46067    	    811.5000    	   -1.707872    
   -121.2500    	    43.48315    	    811.5000    	    2.226877    
   -118.7500    	    43.48315    	    811.5000    	  -0.2845913    
   -121.2500    	    35.39326    	    821.5000    	   -7.177068    
   -118.7500    	    35.39326    	    821.5000    	   -6.021866    
   -121.2500    	    37.41573    	    821.5000    	   -5.604519    
